MPH,RPM,Throttle ,Load,Gear
69,2625,26,58,6
69,2625,26,60,6
69,2625,26,60,6
69,2625,26,60,6
69,2625,26,60,6
69,2625,26,60,6
69,2625,26,60,6
69,2625,26,60,6
69,2625,29,70,6
69,2625,29,70,6
69,2625,29,70,6
69,2625,30,70,6
69,2625,30,70,6
69,2625,30,70,6
69,2625,31,70,6
69,2625,31,72,6
69,2625,31,72,6
69,2625,31,72,6
69,2625,31,70,6
69,2625,31,70,6
69,2625,31,70,6
69,2625,31,70,6
69,2625,31,70,6
69,2625,31,70,6
69,2625,31,70,6
69,2625,31,70,6
72,2625,31,70,6
72,2625,31,70,6
72,2625,31,70,6
69,2625,31,70,6
69,2625,31,70,6
69,2625,31,70,6
72,2625,31,72,6
72,2625,31,72,6
72,2625,31,72,6
72,2625,31,68,6
72,2625,31,68,6
72,2625,31,68,6
72,2625,31,70,6
72,2625,31,70,6
72,2625,31,70,6
72,2625,31,70,6
72,2625,31,70,6
72,2625,31,70,6
72,2625,31,70,6
72,2625,30,68,6
72,2625,30,68,6
72,2625,30,68,6
72,2625,29,68,6
72,2625,29,68,6
72,2625,29,68,6
72,2625,29,68,6
72,2625,27,62,6
72,2625,27,62,6
72,2625,27,62,6
72,2625,27,62,6
72,2625,27,62,6
72,2625,27,62,6
72,2625,27,62,6
72,2625,26,62,6
72,2625,26,62,6
72,2625,26,62,6
72,2625,25,60,6
72,2625,25,60,6
72,2625,25,60,6
72,2625,21,56,6
69,2625,21,56,6
69,2625,21,56,6
69,2625,15,56,6
69,2625,15,24,6
69,2625,15,24,6
69,2625,16,24,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,19,18,6
69,2625,19,18,6
69,2625,19,18,6
69,2500,21,18,6
69,2500,21,36,6
69,2500,21,36,6
69,2500,21,36,6
69,2500,22,38,6
69,2500,22,38,6
69,2500,22,38,6
69,2500,22,38,6
69,2500,22,44,6
69,2500,22,44,6
69,2500,22,44,6
69,2500,22,44,6
69,2500,22,44,6
69,2500,22,44,6
69,2500,23,44,6
69,2500,23,46,6
69,2500,23,46,6
69,2500,23,46,6
69,2500,23,48,6
69,2500,23,48,6
69,2500,23,48,6
69,2500,23,48,6
69,2500,23,50,6
69,2500,23,50,6
69,2500,23,50,6
66,2500,23,50,6
66,2500,23,50,6
66,2500,23,50,6
66,2500,24,50,6
66,2500,24,50,6
66,2500,24,50,6
66,2500,24,48,6
66,2500,24,48,6
66,2500,24,48,6
66,2500,23,48,6
66,2500,23,50,6
66,2500,23,50,6
66,2500,23,50,6
66,2500,23,50,6
66,2500,23,50,6
66,2500,23,50,6
66,2500,24,50,6
66,2500,24,50,6
66,2500,24,50,6
66,2500,24,50,6
66,2500,23,50,6
66,2500,23,50,6
66,2500,23,50,6
66,2500,23,50,6
66,2500,23,48,6
66,2500,23,48,6
66,2500,23,48,6
66,2500,24,50,6
66,2500,24,50,6
66,2500,24,50,6
66,2500,23,50,6
66,2500,23,48,6
66,2500,23,48,6
66,2500,23,48,6
66,2500,22,46,6
66,2500,22,46,6
66,2500,22,46,6
66,2500,22,44,6
66,2500,22,44,6
66,2500,22,44,6
66,2500,22,44,6
66,2500,22,44,6
66,2500,22,44,6
66,2500,22,44,6
66,2500,22,44,6
66,2500,22,44,6
66,2500,22,44,6
66,2500,22,44,6
66,2500,22,44,6
66,2500,22,44,6
66,2500,22,44,6
66,2500,22,50,6
66,2500,22,50,6
66,2500,22,50,6
66,2500,27,68,6
66,2500,27,68,6
66,2500,27,68,6
66,2500,26,68,6
66,2500,26,60,6
66,2500,26,60,6
66,2500,26,60,6
66,2500,26,62,6
66,2500,26,62,6
66,2500,26,62,6
66,2500,26,62,6
66,2500,26,62,6
66,2500,26,62,6
66,2500,26,62,6
66,2500,26,62,6
66,2500,26,62,6
66,2500,26,62,6
66,2500,26,60,6
66,2500,26,60,6
66,2500,26,60,6
66,2500,26,60,6
66,2500,26,60,6
66,2500,26,60,6
66,2500,25,56,6
66,2500,25,56,6
66,2500,25,56,6
66,2500,25,56,6
69,2500,25,56,6
69,2500,25,56,6
69,2500,25,56,6
69,2500,25,58,6
69,2500,25,58,6
69,2500,25,58,6
69,2500,25,56,6
69,2500,25,56,6
69,2500,25,56,6
69,2500,25,56,6
69,2500,25,56,6
69,2500,25,56,6
69,2500,25,56,6
69,2500,25,56,6
69,2500,25,56,6
69,2500,25,56,6
69,2500,25,56,6
69,2500,25,56,6
69,2500,25,56,6
69,2500,25,56,6
69,2500,25,56,6
69,2500,25,56,6
69,2500,24,54,6
69,2500,24,54,6
69,2500,24,54,6
69,2500,24,54,6
69,2500,24,54,6
69,2500,24,54,6
69,2500,22,54,6
69,2500,22,48,6
69,2500,22,48,6
69,2500,22,48,6
69,2500,17,48,6
69,2500,17,22,6
69,2500,17,22,6
69,2500,17,22,6
69,2500,15,10,6
69,2500,15,10,6
69,2500,15,10,6
69,2500,15,10,6
66,2500,15,10,6
66,2500,15,10,6
66,2500,16,10,6
66,2500,16,10,6
66,2500,16,10,6
66,2500,18,10,6
66,2500,18,10,6
66,2500,18,10,6
66,2500,18,10,6
66,2500,23,10,6
66,2500,23,34,6
66,2500,23,34,6
66,2500,23,34,6
66,2500,26,58,6
66,2500,26,58,6
66,2500,26,58,6
66,2500,31,58,6
69,2500,31,82,6
69,2500,31,82,6
69,2500,35,82,6
69,2500,35,76,6
69,2500,35,76,6
69,2500,35,76,6
69,2500,35,76,6
69,2500,35,76,6
69,2500,35,76,6
69,2500,36,76,6
69,2500,36,74,6
69,2500,36,74,6
69,2625,36,74,6
69,2625,36,76,6
69,2625,36,76,6
69,2625,36,76,6
69,2625,36,76,6
69,2625,36,76,6
69,2625,36,76,6
69,2625,36,76,6
69,2625,36,76,6
69,2625,36,76,6
69,2625,36,76,6
69,2625,36,74,6
69,2625,36,74,6
69,2625,36,74,6
69,2625,36,74,6
69,2625,36,72,6
69,2625,36,72,6
69,2625,36,72,6
69,2625,36,74,6
69,2625,36,74,6
69,2625,36,74,6
69,2625,36,76,6
69,2625,36,76,6
69,2625,36,76,6
69,2625,36,76,6
69,2625,36,76,6
69,2625,36,76,6
69,2625,36,76,6
69,2625,35,74,6
69,2625,35,74,6
69,2625,35,74,6
69,2625,35,74,6
69,2625,35,74,6
69,2625,35,74,6
69,2625,35,74,6
69,2625,35,74,6
69,2625,35,74,6
69,2625,35,74,6
69,2625,35,74,6
69,2625,35,74,6
69,2625,35,74,6
69,2625,35,74,6
69,2625,33,70,6
69,2625,33,70,6
69,2625,33,70,6
69,2625,32,70,6
69,2625,32,70,6
69,2625,32,70,6
69,2625,32,70,6
69,2625,32,72,6
72,2625,32,72,6
72,2625,32,72,6
72,2625,32,72,6
72,2625,32,72,6
72,2625,32,72,6
72,2625,30,72,6
72,2625,30,66,6
72,2625,30,66,6
72,2625,30,66,6
72,2625,29,66,6
72,2625,29,66,6
72,2625,29,66,6
72,2625,28,64,6
72,2625,28,64,6
72,2625,28,64,6
72,2625,27,64,6
72,2625,27,62,6
72,2625,27,62,6
72,2625,27,62,6
72,2625,26,58,6
72,2625,26,58,6
72,2625,26,58,6
72,2625,25,58,6
72,2625,25,58,6
72,2625,25,58,6
72,2750,25,58,6
72,2750,25,58,6
72,2750,25,58,6
72,2750,25,58,6
72,2625,18,58,6
72,2625,18,46,6
72,2625,18,46,6
72,2625,18,46,6
72,2625,16,14,6
72,2625,16,14,6
72,2625,16,14,6
72,2625,24,12,6
72,2625,24,12,6
72,2625,24,12,6
72,2750,24,12,6
72,2750,24,52,6
72,2750,24,52,6
72,2625,24,52,6
72,2625,24,46,6
72,2625,24,46,6
72,2625,24,46,6
72,2625,24,46,6
72,2625,24,48,6
72,2625,24,48,6
72,2625,24,48,6
72,2625,24,48,6
72,2625,24,48,6
72,2625,24,48,6
72,2625,24,50,6
72,2625,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,23,48,6
72,2750,23,48,6
72,2750,23,48,6
72,2750,23,48,6
72,2750,23,46,6
72,2750,23,46,6
72,2750,23,46,6
72,2750,23,44,6
72,2750,23,44,6
72,2750,23,44,6
72,2750,23,44,6
72,2750,23,44,6
72,2750,23,44,6
72,2750,22,42,6
72,2750,22,42,6
72,2750,22,42,6
72,2750,22,42,6
72,2750,22,42,6
72,2750,22,42,6
72,2750,22,42,6
72,2750,22,40,6
72,2750,22,40,6
72,2750,22,40,6
72,2750,22,40,6
72,2750,22,40,6
72,2750,22,40,6
72,2750,21,40,6
72,2750,21,34,6
72,2750,21,34,6
72,2750,21,34,6
72,2750,21,34,6
72,2750,21,34,6
72,2750,21,34,6
72,2750,20,34,6
72,2750,20,34,6
72,2750,20,34,6
72,2625,16,34,6
72,2625,16,20,6
72,2625,16,20,6
72,2625,16,20,6
72,2625,16,10,6
72,2625,16,10,6
72,2750,16,10,6
72,2750,18,10,6
72,2750,18,10,6
72,2750,18,10,6
72,2750,18,10,6
72,2750,18,18,6
72,2750,18,18,6
72,2625,18,18,6
72,2625,18,20,6
72,2625,18,20,6
72,2625,18,20,6
72,2625,19,22,6
72,2625,19,22,6
72,2625,19,22,6
72,2625,18,22,6
72,2625,18,18,6
72,2625,18,18,6
72,2625,18,18,6
72,2625,15,10,6
72,2625,15,10,6
72,2625,15,10,6
72,2625,17,14,6
72,2625,17,14,6
72,2625,17,14,6
72,2625,17,14,6
72,2625,17,14,6
69,2625,17,14,6
69,2625,17,14,6
69,2625,17,14,6
69,2625,17,14,6
69,2625,17,14,6
69,2625,17,14,6
69,2625,17,14,6
69,2625,17,14,6
69,2625,17,14,6
69,2625,17,16,6
69,2625,17,16,6
69,2625,17,16,6
69,2625,19,20,6
69,2625,19,20,6
69,2625,19,20,6
69,2625,19,20,6
