# StartTime = 07/20/2018 01:43:06.2549 PM
Time (sec), Vehicle speed (MPH), Engine RPM (RPM), Absolute throttle position (%), Absolute load value (%)
6.434,30.44719,3568,23.92157,40.78431
6.5,30.44719,3568,23.92157,40.39216
6.56,31.06856,3568,23.92157,40.39216
6.623,31.06856,3568,23.92157,40.39216
6.684,31.06856,3609,23.92157,40.39216
6.75,31.68993,3609,23.92157,40.78431
6.81,31.68993,3609,23.92157,40.78431
6.874,31.68993,3646,23.92157,40.78431
6.937,31.68993,3646,23.92157,40
7,32.3113,3646,23.92157,40
7.06,32.3113,3646,23.92157,40
7.124,32.3113,3705,24.31373,40
7.184,32.3113,3705,24.31373,40.39216
7.25,32.3113,3705,24.31373,40.39216
7.31,32.3113,3748,24.31373,40.39216
7.374,32.3113,3748,23.92157,39.21569
7.434,32.93267,3748,23.92157,39.21569
7.5,32.93267,3748,23.92157,39.21569
7.56,32.93267,3803,23.92157,39.21569
7.624,33.55404,3803,23.92157,38.03922
7.685,33.55404,3803,23.92157,38.03922
7.75,33.55404,3860,23.92157,38.03922
7.81,33.55404,3860,23.92157,38.43137
7.874,33.55404,3860,23.92157,38.43137
7.934,33.55404,3896,23.92157,38.43137
8,33.55404,3896,23.92157,37.2549
8.06,34.17542,3896,23.92157,37.2549
8.124,34.17542,3896,23.92157,37.2549
8.184,34.17542,3947,23.92157,37.2549
8.25,34.17542,3947,23.92157,36.47059
8.31,34.79679,3947,23.92157,36.47059
8.374,34.79679,3991,23.92157,36.47059
8.434,34.79679,3991,23.92157,36.47059
8.5,34.79679,3991,23.92157,36.47059
8.56,34.79679,3991,23.92157,36.47059
8.624,34.79679,4036,23.92157,36.47059
8.687,35.41816,4036,23.92157,36.47059
8.75,35.41816,4036,23.92157,36.47059
8.81,35.41816,4076,23.52941,36.47059
8.874,36.03953,4076,23.52941,34.90196
8.935,36.03953,4076,23.52941,34.90196
9,36.03953,4114,22.7451,34.90196
9.06,36.03953,4114,22.7451,34.11765
9.124,36.03953,4114,22.7451,34.11765
9.184,36.03953,4114,22.7451,34.11765
9.25,36.03953,4148,22.7451,34.11765
9.31,36.03953,4148,22.7451,30.58824
9.374,36.03953,4148,22.7451,30.58824
9.434,36.03953,4175,23.13725,30.58824
9.5,36.6609,4175,23.13725,30.19608
9.559,36.6609,4175,23.13725,30.19608
9.622,36.6609,4204,23.13725,30.19608
9.685,36.6609,4204,23.13725,30.19608
9.748,36.6609,4204,23.13725,30.58824
9.809,36.6609,4204,23.13725,30.58824
9.873,36.6609,4232,23.13725,30.58824
9.937,37.28227,4232,23.13725,30.58824
10,37.28227,4232,23.13725,30.58824
10.06,37.28227,4275,23.13725,30.58824
10.124,37.28227,4275,23.13725,30.19608
10.184,37.28227,4275,23.13725,30.19608
10.25,37.28227,4275,23.13725,30.19608
10.31,37.28227,4307,23.13725,30.19608
10.374,37.90364,4307,23.13725,29.80392
10.434,37.90364,4307,23.13725,29.80392
10.5,37.90364,4330,23.13725,29.80392
10.56,37.90364,4330,23.13725,29.80392
10.624,37.90364,4330,23.13725,29.80392
10.684,37.90364,4330,23.13725,29.80392
10.75,37.90364,4373,23.13725,29.80392
10.809,37.90364,4373,23.13725,30.19608
10.873,38.52501,4373,23.13725,30.19608
10.935,38.52501,4378,23.13725,30.19608
11,38.52501,4378,21.96078,27.05882
11.06,38.52501,4378,21.96078,27.05882
11.124,38.52501,4409,21.96078,27.05882
11.184,38.52501,4409,21.17647,27.05882
11.25,38.52501,4409,21.17647,25.4902
11.31,38.52501,4409,21.17647,25.4902
11.374,38.52501,4422,20.78431,25.4902
11.434,38.52501,4422,20.78431,21.17647
11.5,38.52501,4422,20.78431,21.17647
11.56,38.52501,4440,20.78431,21.17647
11.624,38.52501,4440,20.78431,21.17647
11.684,38.52501,4440,20.78431,21.17647
11.75,38.52501,4440,20.78431,21.17647
11.811,38.52501,4427,20,21.17647
11.875,38.52501,4427,20,19.21569
11.935,38.52501,4427,20,19.21569
11.997,38.52501,4443,20,19.21569
12.061,38.52501,4443,20.39216,17.2549
12.125,39.14639,4443,20.39216,17.2549
12.185,39.14639,4443,20.39216,17.2549
12.25,39.14639,4443,20.39216,18.82353
12.31,38.52501,4443,20.39216,18.82353
12.374,38.52501,4443,20.39216,18.82353
12.434,38.52501,4443,20.39216,18.82353
12.497,38.52501,4443,20.39216,18.82353
12.613,38.52501,4414,20,16.47059
12.669,38.52501,4414,20,16.47059
12.734,38.52501,4278,20,16.47059
12.795,38.52501,4278,18.43137,16.47059
12.863,38.52501,4278,18.43137,12.54902
12.919,38.52501,4278,18.43137,12.54902
12.985,38.52501,3908,18.03922,12.54902
13.045,38.52501,3908,18.03922,12.15686
13.113,38.52501,3908,18.03922,12.15686
13.169,38.52501,3908,18.03922,12.15686
13.234,38.52501,3485,16.86275,12.15686
13.295,38.52501,3485,16.86275,11.76471
13.363,38.52501,3485,16.86275,11.76471
13.419,38.52501,3092,16.86275,11.76471
13.484,38.52501,3092,16.07843,10.58823
13.544,38.52501,3092,16.07843,10.58823
13.612,38.52501,2711,16.07843,10.58823
13.672,38.52501,2711,15.68627,10.19608
13.732,38.52501,2711,15.68627,10.19608
13.795,38.52501,2711,15.68627,10.19608
13.857,38.52501,2299,15.68627,10.19608
13.921,38.52501,2299,15.29412,10.98039
13.981,38.52501,2299,15.29412,10.98039
14.045,38.52501,2299,15.29412,10.98039
14.113,38.52501,1938,14.90196,10.98039
14.169,38.52501,1938,14.90196,11.37255
14.234,38.52501,1938,14.90196,11.37255
14.295,38.52501,1525,14.11765,11.37255
14.363,39.14639,1525,14.11765,10.19608
14.419,39.14639,1525,14.11765,10.19608
14.484,39.14639,1147,14.11765,10.19608
14.547,39.14639,1147,16.47059,14.11765
14.608,38.52501,1147,16.47059,14.11765
14.671,38.52501,1147,16.47059,14.11765
14.731,38.52501,965,16.07843,14.11765
14.798,38.52501,965,16.07843,28.62745
14.858,38.52501,965,16.07843,28.62745
14.921,38.52501,940,16.07843,28.62745
14.981,38.52501,940,19.21569,66.27451
15.045,38.52501,940,19.21569,66.27451
15.113,38.52501,940,19.21569,66.27451
